0.000000,res1,sumRes1
1262.541753,4.0,8.0
1388.739422,4.0,8.0
1527.556858,4.0,8.0
1680.256038,4.0,8.0
1848.225135,4.0,8.0
2032.991142,4.0,8.0
2236.23375,4.0,8.0
2459.800619,4.0,8.0
2705.724174,4.0,8.0
2976.240085,4.0,8.0
3273.807587,4.0,8.0
3601.13184,4.0,8.0
3961.188518,4.0,8.0
4357.250863,4.0,8.0
4792.919443,4.0,8.0
5272.154881,4.0,8.0
5799.313863,4.0,8.0
6379.188743,4.0,8.0
7017.05111,4.0,8.0
7718.699715,4.0,8.0
8490.51318,4.0,8.0
9339.507992,4.0,8.0
10273.402285,4.0,8.0
11300.686007,4.0,8.0
12430.698101,4.0,8.0
13673.711405,4.0,8.0
15041.026039,4.0,8.0
16545.072137,4.0,8.0
18199.522844,4.0,8.0
20019.418622,4.0,8.0
22021.303978,4.0,8.0
24223.37787,4.0,8.0
26645.65915,4.0,8.0
29310.168559,4.0,8.0
32241.128909,4.0,8.0
35465.185293,4.0,8.0
39011.647316,4.0,8.0
42912.755541,4.0,8.0
47203.974589,4.0,8.0
51924.315542,4.0,8.0
57116.69059,4.0,8.0
62828.303142,4.0,8.0
69111.07695,4.0,8.0
76022.128139,4.0,8.0
83624.284446,4.0,8.0
91986.656385,4.0,8.0
101185.265517,4.0,8.0
111303.735562,4.0,8.0
122434.052612,4.0,8.0
134677.401367,4.0,8.0
148145.084997,4.0,8.0
162959.536991,4.0,8.0
179255.434183,4.0,8.0
197180.921095,4.0,8.0
216898.956698,4.0,8.0
238588.795862,4.0,8.0
262447.618942,4.0,8.0
288692.32433,4.0,8.0
317561.500256,4.0,8.0
349317.593776,4.0,8.0
384249.296647,4.0,8.0
422674.169805,4.0,8.0
464941.530279,4.0,8.0
511435.626801,4.0,8.0
562579.132975,4.0,8.0
618836.989766,4.0,8.0
680720.632236,4.0,8.0
748792.638953,4.0,8.0
823671.846342,4.0,8.0
906038.97447,4.0,8.0
996642.815411,4.0,8.0
1096307.040446,4.0,8.0
0.0,,
